cycle,CCCT,CVCT,SoH,cell
7.0,6519.9833041777165,2166.8899870380774,0.9989255851586184,CS2_35
8.0,6455.685387555532,2159.8586623985902,0.9965275694332653,CS2_35
9.0,6427.49820538958,2151.903192905782,0.9907919365178702,CS2_35
10.0,6405.686006724049,2144.327434464736,0.9887111776965157,CS2_35
11.0,6392.936184905033,2104.736813184776,0.9952253590643148,CS2_35
12.0,6467.884832546115,2019.661805744312,0.9959711694024442,CS2_35
13.0,6483.685023578772,1983.5876874668463,0.9958481073371898,CS2_35
14.0,6488.046996918478,1969.242195511877,0.9956574746212218,CS2_35
15.0,6489.313992611569,1959.5709962826804,0.9952764141211439,CS2_35
16.0,6492.238834527612,1934.775282073388,0.9949498925417547,CS2_35
17.0,6494.006025817071,1922.338226298627,0.9945856461098687,CS2_35
18.0,6493.727088454296,1911.6202167109004,0.9940558377368487,CS2_35
19.0,6489.351767718763,1905.245126950671,0.9933938358247983,CS2_35
20.0,6486.415079302707,1900.4328551335784,0.9898669806658424,CS2_35
21.0,6482.556866845087,1898.2456238602167,0.989437648588973,CS2_35
22.0,6479.27651738486,1887.777286718076,0.989086329501202,CS2_35
23.0,6477.37135720448,1880.7000902368163,0.988753653496143,CS2_35
24.0,6476.982651224593,1870.512688431947,0.9883941356516057,CS2_35
25.0,6472.948504800443,1871.0752651812509,0.9879997730709581,CS2_35
26.0,6467.857551779074,1870.762968171039,0.987634261899569,CS2_35
27.0,6462.951588027936,1843.5745287944449,0.9786007635155919,CS2_35
28.0,6327.288715652481,2020.8462157335016,0.971164838151943,CS2_35
29.0,6286.111989992263,2028.8926307454824,0.9653373000370427,CS2_35
30.0,6254.017459041032,2053.2353065385832,0.9640454129209107,CS2_35
31.0,6235.032732691499,2054.46941855544,0.9627912286830088,CS2_35
32.0,6243.658904019627,1999.0204682351325,0.9713014832056326,CS2_35
33.0,6331.608342632069,1931.7264370233752,0.9725132511281882,CS2_35
34.0,6351.00299833162,1917.0713653856656,0.9647697600817997,CS2_35
35.0,6234.5964006727445,2050.5947201398667,0.9570943989358877,CS2_35
36.0,6191.328954363591,2066.250256638857,0.9559063490142868,CS2_35
37.0,6177.4851812312845,2067.547145640361,0.9552623067175052,CS2_35
38.0,6165.953764377278,2072.078001702728,0.9543373113012628,CS2_35
39.0,6173.891699363769,2017.800445973,0.962877750692809,CS2_35
40.0,6266.0761796680745,1950.49085194408,0.9640511612771331,CS2_35
41.0,6286.531358332199,1932.492117860704,0.9614837574523062,CS2_35
42.0,6186.923483128718,2074.296834065753,0.9529760939997434,CS2_35
43.0,6137.297759325593,2071.2810288812034,0.9485389132421237,CS2_35
44.0,6133.345060398686,2067.8906141695334,0.9481061488464162,CS2_35
45.0,6126.939105487778,2072.2812699999195,0.9472884142649024,CS2_35
46.0,6106.9225479075685,2107.015414299909,0.9542949184497704,CS2_35
47.0,6201.511471329024,1969.880706718308,0.9562783847743869,CS2_35
48.0,6229.515003567794,1947.444561997196,0.9602969666453108,CS2_35
49.0,6187.191529106814,2057.422642087098,0.9467883771121729,CS2_35
50.0,6111.017508413992,2061.141000505537,0.9463662580645414,CS2_35
51.0,6102.2207922455855,2065.547244781977,0.9458955572767622,CS2_35
52.0,6094.986453297082,2066.4844508729875,0.9447383127995239,CS2_35
53.0,6108.456892300811,2071.7346165863382,0.9881802188508704,CS2_35
54.0,6386.261925652396,2111.2959573702938,0.9823703546312761,CS2_35
55.0,6410.006132942872,2003.9732924369127,0.9879540050339272,CS2_35
56.0,6435.729880286242,1973.2719138549287,0.9877808229397881,CS2_35
57.0,6394.77398659235,2045.017110796136,0.9794743509010122,CS2_35
58.0,6318.795220529239,2107.9995220541896,0.9728802353881166,CS2_35
59.0,6288.874450358606,2090.984102247516,0.9715672863736544,CS2_35
60.0,6232.514195927943,2175.793751027566,0.9636125072995388,CS2_35
61.0,6205.437336838746,2127.531194241033,0.9644565342495193,CS2_35
62.0,6215.8316374040005,2127.2813749344787,0.9633437998098348,CS2_35
63.0,6183.54951416995,2163.231578538427,0.9556154663355081,CS2_35
64.0,6113.902747352258,2208.074383120227,0.954649442536697,CS2_35
