cycle,CCCT,CVCT,SoH,cell
7.0,6505.124020535797,2156.124150596108,0.9983173804215607,CS2_37
8.0,6445.154622363429,2149.4368190131645,0.9962524427435332,CS2_37
9.0,6420.232678656423,2138.9839081279497,0.9906114892847135,CS2_37
10.0,6399.842824140171,2133.7805995719973,0.9886223994410369,CS2_37
11.0,6387.842117406486,2100.970856486936,0.995068611397051,CS2_37
12.0,6462.369032740826,2013.849171832102,0.9961222147227814,CS2_37
13.0,6482.557493161017,1980.3662405699724,0.9961473714632826,CS2_37
14.0,6489.609668050747,1957.8517022228623,0.9959215630629323,CS2_37
15.0,6492.345556566754,1946.2273648574192,0.995695375638315,CS2_37
16.0,6507.255536198703,1932.2288145327475,0.9951879363738241,CS2_37
17.0,6494.570667061751,1912.979349573172,0.9948415497074904,CS2_37
18.0,6491.898540535243,1907.4324327246288,0.9942737957772781,CS2_37
19.0,6489.698815689102,1899.682785975456,0.9937593170629347,CS2_37
20.0,6486.868925486953,1892.1520218741207,0.9933051679023821,CS2_37
21.0,6483.885371788143,1889.0272887527244,0.9898321561604271,CS2_37
22.0,6482.464709400345,1883.3401421234305,0.9895538388340476,CS2_37
23.0,6481.654444896878,1873.0131090845096,0.9892805347737674,CS2_37
24.0,6478.982387612981,1867.9969765137648,0.9888435809941802,CS2_37
25.0,6474.654285896802,1868.5909031366464,0.9884449380837189,CS2_37
26.0,6471.201313572296,1862.137815526803,0.9816957021577779,CS2_37
27.0,6361.115321457328,2004.3311862132975,0.9722271372077692,CS2_37
28.0,6297.096229722549,2027.6115419279668,0.9708136175343753,CS2_37
29.0,6269.40773226734,2037.5169760676215,0.9654131278194639,CS2_37
30.0,6252.7044225350255,2040.516604183824,0.964034897255588,CS2_37
31.0,6227.360199613206,2061.939815177466,0.9720750888544542,CS2_37
32.0,6338.6230794545845,1931.819881796604,0.9771547013590007,CS2_37
33.0,6363.8614559543785,1911.508699124679,0.9722630640433637,CS2_37
34.0,6280.721590372908,2036.6107935420005,0.9631168781650685,CS2_37
35.0,6210.765883230895,2059.672186368727,0.9613893151736119,CS2_37
36.0,6194.3128577590105,2056.2971503705485,0.957007885608955,CS2_37
37.0,6184.719156137551,2062.8747541430057,0.9558320891342023,CS2_37
38.0,6172.719339918287,2089.281584359124,0.9642406206612525,CS2_37
39.0,6282.497158645361,1944.648322127061,0.9693620522365276,CS2_37
40.0,6303.608882878034,1923.5230099439505,0.9698161839798575,CS2_37
41.0,6244.236710927216,2059.531405308866,0.9551924697249664,CS2_37
42.0,6159.953661259206,2065.2968615249265,0.9546955672134827,CS2_37
43.0,6155.532297695638,2061.6250389081542,0.9542174565685699,CS2_37
44.0,6148.891570640728,2051.0315211021807,0.9531917295804591,CS2_37
45.0,6126.547132555745,2079.8901409273967,0.9552568022205828,CS2_37
46.0,6212.979712955654,1962.1461693212625,0.9620475675513583,CS2_37
47.0,6251.030041567516,1938.3982492524665,0.962908635328605,CS2_37
48.0,6211.664376978762,2037.9537145091451,0.9527950729842168,CS2_37
49.0,6132.485730303568,2055.92230776255,0.9482972761417737,CS2_37
50.0,6123.986006030464,2055.656870511128,0.9476219760978039,CS2_37
51.0,6116.2829273331445,2055.2659745181445,0.9468879938821524,CS2_37
52.0,6125.362323156174,2073.703299870831,0.9885970936655398,CS2_37
53.0,6386.571726426244,2104.4521043327186,0.9866194521397816,CS2_37
54.0,6415.3341110136025,1995.7546401566176,0.98863217859386,CS2_37
55.0,6440.698456391707,1964.6156928587295,0.9883488424272119,CS2_37
56.0,6395.289710660421,2042.829650552143,0.9796703903540595,CS2_37
57.0,6317.373362491519,2087.718652747615,0.9735204086394693,CS2_37
58.0,6297.577035834314,2071.06272192311,0.972650758079928,CS2_37
59.0,6251.357943595183,2166.9373001368804,0.9636339906067567,CS2_37
60.0,6206.390591031464,2106.5160307774786,0.9654164920394224,CS2_37
61.0,6228.316024352607,2103.781828854975,0.9641227954092135,CS2_37
62.0,6195.94001162707,2134.9196193247044,0.9562145489589862,CS2_37
63.0,6122.99590024713,2180.3409463223943,0.9555031786262228,CS2_37
64.0,6122.199707209104,2169.3406179142767,0.9546968501240106,CS2_37
65.0,6111.559255664877,2154.263175142667,0.9495196602896351,CS2_37
66.0,6084.388097618677,2189.183803227672,0.9475606352771672,CS2_37
67.0,6069.889023349359,2166.076230932464,0.9488841474908868,CS2_37
68.0,6096.095116266311,2145.3113567568653,0.9485883594120791,CS2_37
69.0,6093.439536800172,2131.498381382029,0.9459382928991305,CS2_37
70.0,6025.247929557896,2212.839621550665,0.9408113454954086,CS2_37
71.0,6027.575953539985,2189.308714159124,0.9406516785618542,CS2_37
72.0,6026.826614812278,2180.7934620056767,0.9401233960858226,CS2_37
73.0,6011.061113988282,2201.105501578131,0.9383345022527826,CS2_37
74.0,5998.342669852136,2171.7637199050514,0.9406947833984546,CS2_37
75.0,6039.611663141637,2150.638970770233,0.9405430504282368,CS2_37
76.0,6036.549510895973,2152.670489615295,0.9400815590673987,CS2_37
77.0,6028.9713107895805,2153.6392878535557,0.9395087681085018,CS2_37
78.0,6022.221256377059,2157.24850060232,0.9390406364158518,CS2_37
80.0,6049.893916786474,2156.0616763560683,0.9387590432122725,CS2_37
81.0,6013.128282107355,2151.764462070889,0.9380492062751827,CS2_37
82.0,6001.847033865517,2152.530075294606,0.9376066372098637,CS2_37
83.0,5994.674834352569,2157.373719756957,0.9371125885044509,CS2_37
84.0,5987.955728688801,2153.858030763222,0.9364802637358992,CS2_37
85.0,5982.956071996014,2160.2014570633182,0.9322264451709616,CS2_37
86.0,5975.659316636447,2154.326670963841,0.9318317170065556,CS2_37
87.0,5973.565954318503,2158.7486575449584,0.9317700685084407,CS2_37
89.0,5991.987230536761,2171.3576902943314,0.9307861663099839,CS2_37
90.0,5957.862716132135,2168.638933365466,0.9304931356392786,CS2_37
92.0,5905.670644640864,2278.275759861572,0.9165856186167299,CS2_37
93.0,5820.514977481565,2294.1346527172136,0.9158608350776762,CS2_37
94.0,5814.890042843646,2295.041086168261,0.91521578106398,CS2_37
96.0,5957.942735113417,2168.629921379133,0.930623551481166,CS2_37
